Nom,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Description courte,Description longue,Image principale,Durée,Prix,Service-catégorie,Type de service,Bookla-id,Service parent,Couleurs,Option,is-visible
Fulani Tribal + Shampoing et soin,fulani-tribal---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3225cf35aaa43e0d5063,false,false,Tue Nov 04 2025 17:04:37 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,340,205,,fulani,3351a206-577d-4042-838c-7156608dafb2,fulani-tribal,blond-cendre; blond,Shampoing et soin (+35€),false
Fulani Tyla bob,fulani-tyla-bob,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32245d4494faf61e703d,false,false,Tue Nov 04 2025 17:04:36 GMT+0000 (Coordinated Universal Time),Fri Nov 21 2025 14:06:18 GMT+0000 (Coordinated Universal Time),Fri Nov 21 2025 14:18:20 GMT+0000 (Coordinated Universal Time),,,,180,160,,fulani,5a8ef43f-859c-461b-a316-6b9d8cd5f15d,,blond-cendre; blond; rouge; gold,,false
Fulani Tyla bob + Coupe des pointes,fulani-tyla-bob---coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3224fc9ab5a56926d2ed,false,false,Tue Nov 04 2025 17:04:36 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:58 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:58 GMT+0000 (Coordinated Universal Time),,,,200,170,,fulani,08edaf56-367c-49a1-9515-983fbf9ffd4a,fulani-tyla-bob,blond-cendre; blond,Coupe des pointes (+10€),false
Fulani Tyla bob + Shampoing démêlant,fulani-tyla-bob---shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32245869f8334dad4d05,false,false,Tue Nov 04 2025 17:04:36 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,200,180,,fulani,11ba6870-5f55-4dd9-9340-c99bbf2c6e42,fulani-tyla-bob,blond-cendre; blond,Shampoing démêlant (+20€),false
Fulani Tyla bob + Shampoing et soin,fulani-tyla-bob---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3225417ad41a0e268c17,false,false,Tue Nov 04 2025 17:04:37 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,220,195,,fulani,ce001a3d-c332-4a96-b1d8-6e8fb142ad2e,fulani-tyla-bob,blond-cendre; blond,Shampoing et soin (+35€),false
Hit the road,hit-the-road,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a322837440c957323c664,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,,60,70,,cornrows-h,66b336d5-3b24-468b-a604-740d0ba595b2,,,,false
Hit the road + Coupe des pointes,hit-the-road---coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3228bbd00d06164432fb,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,80,80,,cornrows-h,ef5626fc-7715-44ed-97d6-3e86404b2641,hit-the-road,,Coupe des pointes (+10€),false
Hit the road + Shampoing démêlant,hit-the-road---shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32281ef16c31443c16df,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),,,,80,90,,cornrows-h,b3bc559b-2557-4993-8cbf-302461ae4d21,hit-the-road,,Shampoing démêlant (+20€),false
Hit the road + Shampoing et soin,hit-the-road---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3228454ae7504faf60aa,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,100,105,,cornrows-h,92588df6-1f6a-4119-a695-e4efd891bc6f,hit-the-road,,Shampoing et soin (+35€),false
Invisible locs,invisible-locs,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3226d9430aeb9079e05e,false,false,Tue Nov 04 2025 17:04:38 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bce86da93f8fd85ded07_invisible-locs-femmes.webp,210,150,,vanilles,728c1aa5-75fc-4900-b10e-3ef2e0fe1a4b,,blond-cendre; blond,,true
Invisible locs + Coupe des pointes,invisible-locs---coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32261054a9d9c11e021c,false,false,Tue Nov 04 2025 17:04:38 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,230,160,,vanilles,caf9c09a-2ceb-43da-a43c-c6649f39f8a1,invisible-locs,blond-cendre; blond,Coupe des pointes (+10€),false
Invisible locs + Shampoing démêlant,invisible-locs---shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3226f34b7f0b381d77a0,false,false,Tue Nov 04 2025 17:04:38 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,230,170,,vanilles,d2032c3c-6bb8-4a1d-bd3f-07ade316e92e,invisible-locs,blond-cendre; blond,Shampoing démêlant (+20€),false
Invisible locs + Shampoing et soin,invisible-locs---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32276c63709ab3d11aff,false,false,Tue Nov 04 2025 17:04:39 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,250,185,,vanilles,b40c7453-346e-4d39-8c0b-e859997cd522,invisible-locs,blond-cendre; blond,Shampoing et soin (+35€),false
Invisible locs H,invisible-locs-h,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a322957583a56ba2dd452,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bc31fbda225abbe09b81_invisible-locs-homme.webp,180,120,,twists,5acaebf7-969d-4e78-af72-f9987b29f2a0,,,,true
Invisible locs H + Coupe des pointes,invisible-locs---coupe-des-pointes-9500e,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3229f8137ddd76343a9b,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,200,130,,twists,2ba834b9-0124-4243-95fe-fcb38efdcc9c,,,Coupe des pointes (+10€),false
Invisible locs H + Shampoing démêlant,invisible-locs---shampoing-demelant-5807a,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a322aa3a77bcd1d85cab1,false,false,Tue Nov 04 2025 17:04:42 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),,,,200,140,,twists,d99a3dc9-1752-4ba9-aca6-b2f007778c7c,,,Shampoing démêlant (+20€),false
Invisible locs H + Shampoing et soin,invisible-locs---shampoing-et-soin-d1376,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a322a9206faafc85e49dc,false,false,Tue Nov 04 2025 17:04:42 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:58 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:58 GMT+0000 (Coordinated Universal Time),,,,220,155,,twists,569247fc-6d5b-4e83-b8d0-91e99bb7be84,,,Shampoing et soin (+35€),false
Jumbo vanilles,jumbo-vanilles,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a322652e2dd7263765a56,false,false,Tue Nov 04 2025 17:04:38 GMT+0000 (Coordinated Universal Time),Mon Nov 24 2025 11:29:12 GMT+0000 (Coordinated Universal Time),Mon Nov 24 2025 11:29:12 GMT+0000 (Coordinated Universal Time),,,,180,130,,vanilles,00ccf09a-3075-4513-880b-90cd410d2b40,,blond-cendre; blond,,true
Jumbo vanilles + Coupe des pointes,jumbo-vanilles---coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32269dbca691b75b8c78,false,false,Tue Nov 04 2025 17:04:38 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,200,140,,vanilles,10c59588-71ce-400c-89fd-b2e5d648f90e,jumbo-vanilles,blond-cendre; blond,Coupe des pointes (+10€),false
Jumbo vanilles + Shampoing démêlant,jumbo-vanilles---shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3226204dc907da46a4d8,false,false,Tue Nov 04 2025 17:04:38 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,200,150,,vanilles,4d84f07c-2280-4081-b2f7-21204ef8edaf,jumbo-vanilles,blond-cendre; blond,Shampoing démêlant (+20€),false
Jumbo vanilles + Shampoing et soin,jumbo-vanilles---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32272c0c39d81d7e4bda,false,false,Tue Nov 04 2025 17:04:39 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,220,165,,vanilles,5629b512-2684-43ed-b8d1-d0c78a05c8c8,jumbo-vanilles,blond-cendre; blond,Shampoing et soin (+35€),false
Knotless Jumbo,knotless-jumbo,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a322544845d090c3df829,false,false,Tue Nov 04 2025 17:04:37 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bd16cda7dd6abc501ac0_knotless-jumbo.webp,150,110,,,35e91870-03a4-4115-8a0d-eb4ccd0ebd85,,blond-cendre; blond,,true
Knotless Jumbo + Coupe des pointes,knotless-jumbo---coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3225ce8e96df7e185e83,false,false,Tue Nov 04 2025 17:04:37 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:58 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:58 GMT+0000 (Coordinated Universal Time),,,,170,120,,,660402f7-8e72-42b9-bfff-817f47e91619,knotless-jumbo,blond-cendre; blond,Coupe des pointes (+10€),false
Knotless Jumbo + Shampoing démêlant,knotless-jumbo---shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3225ce8e96df7e185e93,false,false,Tue Nov 04 2025 17:04:37 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,170,130,,,9df0cdc8-e22b-48a4-aeb3-51c0c942abbc,knotless-jumbo,blond-cendre; blond,Shampoing démêlant (+20€),false
Knotless Jumbo + Shampoing et soin,knotless-jumbo---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3225dca41a91b22e7873,false,false,Tue Nov 04 2025 17:04:37 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,190,145,,,703ad1ec-e5c4-44e0-9275-c524c11f564e,knotless-jumbo,blond-cendre; blond,Shampoing et soin (+35€),false
Knotless Medium Small,knotless-medium-small,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32253d46917ae0ac0ecd,false,false,Tue Nov 04 2025 17:04:37 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:58 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bd0c596e014b61055e92_knontless-medium-small.webp,300,150,,,a93f3abd-b247-4a02-811d-9ebfd853f12f,,blond-cendre; blond,,true
Knotless Medium Small + Coupe des pointes,knotless-medium-small---coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3225f85fabf95b516110,false,false,Tue Nov 04 2025 17:04:37 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,320,160,,,c8926bbb-8ab4-4293-ba1e-78ecbe9a4a06,knotless-medium-small,blond-cendre; blond,Coupe des pointes (+10€),false
Knotless Medium Small + Shampoing démêlant,knotless-medium-small---shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32252db63b9ca115a22b,false,false,Tue Nov 04 2025 17:04:37 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,320,170,,,f666608f-ea1f-4b1b-9481-d17824ef6cc7,knotless-medium-small,blond-cendre; blond,Shampoing démêlant (+20€),false
Knotless Medium Small + Shampoing et soin,knotless-medium-small---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32252b1127bf096acc8a,false,false,Tue Nov 04 2025 17:04:37 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),,,,340,185,,,b845f0df-3bfb-472e-9485-e75f490b3129,knotless-medium-small,blond-cendre; blond,Shampoing et soin (+35€),false
Pop smoke,pop-smoke,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a4360653f9fa06ace3125,false,false,Tue Nov 04 2025 18:18:08 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bc1640a6e0927c81e190_pop-smoke.webp,90,70,,cornrows-h,ceb6a21d-284e-44c9-815f-b727eb977278,,,,true
Pop smoke + Shampoing démêlant,pop-smoke-shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a43b13bff00ba13ea1c70,false,false,Tue Nov 04 2025 18:19:29 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,110,90,,,f5492f9a-3f35-47c8-bb48-20bae823584f,pop-smoke,,Shampoing démêlant (+20€),false
Pop smoke + Shampoing et soin,pop-smoke-shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a438c991eb9bd6a968548,false,false,Tue Nov 04 2025 18:18:52 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),,,,130,105,,,bc24fb63-791b-4a7f-8c1b-37d2eb98a968,pop-smoke,,Shampoing et soin (+35€),false
Pop smoke + coupe des pointes,pop-smoke-coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a43cae0c8c8f4f868446b,false,false,Tue Nov 04 2025 18:19:54 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,110,80,,,c19764bc-ba8d-47f8-afeb-39fbd0490025,pop-smoke,,Coupe des pointes (+10€),false
Ritual Washday,ritual-washday,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,69243b406df2b4b178b44abb,false,false,Mon Nov 24 2025 11:02:24 GMT+0000 (Coordinated Universal Time),Mon Nov 24 2025 11:02:28 GMT+0000 (Coordinated Universal Time),Mon Nov 24 2025 12:11:36 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bd33effc22c11a268ccb_fulani-mi-tete.webp,60,40,,washday,ef2ea1ab-63b1-472e-9eb5-97a3ba21f0d0,,,,true
Star braids,star-braids,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32284c183b056c53eacd,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bc6d00d382fb0cd04f9a_star-braids.webp,120,70,,cornrows-h,c8bac882-9dd2-45f3-82cd-b10425171e87,,,,true
Star braids + Coupe des pointes,star-braids---coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a322899beecd480dcb0a2,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,140,80,,cornrows-h,58204642-2c8b-411c-8927-b2d3a6100f4b,star-braids,,Coupe des pointes (+10€),false
Star braids + Shampoing démêlant,star-braids---shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3228654e68e2efe847be,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,140,90,,cornrows-h,f46973cd-c015-4abc-895b-bef6a8f1db74,star-braids,,Shampoing démêlant (+20€),false
Star braids + Shampoing et soin,star-braids---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3228a06ee4c05867a1b3,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,160,105,,cornrows-h,a248e34a-e97e-4f8b-8a5e-78a901624532,star-braids,,Shampoing et soin (+35€),false
Stitch braids (4 nattes),stitch-braids-4-nattes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3228c0f3243ffe0f7ff7,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bc646bf2eef1cefef893_stitch-braids-4.webp,45,40,,cornrows-h,859f67b7-cea6-4ca0-8e8a-069d7e1e1a9d,,,,true
Stitch braids (4 nattes) + Coupe des pointes,stitch-braids-4-nattes---coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3228a1a0b8e10973e688,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,65,50,,cornrows-h,14538f16-ac25-4951-afbb-dd2e57fb9286,stitch-braids-4-nattes,,Coupe des pointes (+10€),false
Stitch braids (4 nattes) + Shampoing démêlant,stitch-braids-4-nattes---shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32289dbca691b75b8d0b,false,false,Tue Nov 04 2025 17:04:40 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,65,60,,cornrows-h,53e26951-049d-4f4c-ab42-e43151dbcaa0,stitch-braids-4-nattes,,Shampoing démêlant (+20€),false
Stitch braids (4 nattes) + Shampoing et soin,stitch-braids-4-nattes---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3229e860e49fd63ad173,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,85,75,,cornrows-h,1eadb026-8c4b-4cca-bdd3-26758b7a7373,stitch-braids-4-nattes,,Shampoing et soin (+35€),false
Stitch braids (6 nattes),stitch-braids-6-nattes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a32299386e812c09f1c6c,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bc5c286534bb92700533_stitch-braids-6-8.webp,60,50,,cornrows-h,5d54ae1a-5dc5-4e0a-b9c9-9cde9d3cf484,,,,true
Stitch braids (6 nattes) + Coupe des pointes,stitch-braids-6-nattes---coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3229c28f9e24a39eedb2,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),,,,80,60,,cornrows-h,87dca246-2ace-40f7-a2f2-0c999096dcf5,stitch-braids-6-nattes,,Coupe des pointes (+10€),false
Stitch braids (6 nattes) + Shampoing démêlant,stitch-braids-6-nattes---shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3229d1a5798cdfd21bb2,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,80,70,,cornrows-h,d8e02e2d-c7a1-41dd-9467-bcc6aa526c5f,stitch-braids-6-nattes,,Shampoing démêlant (+20€),false
Stitch braids (6 nattes) + Shampoing et soin,stitch-braids-6-nattes---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3229b550394935b00bd5,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),,,,100,85,,cornrows-h,c0d781cb-4647-4128-930e-93e3a5ec5c09,stitch-braids-6-nattes,,Shampoing et soin (+35€),false
Travis Scott,travis-scott,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3229bdf5eb3a50eb8fd4,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:58 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bc5442e3f266ed2b0bff_travis-scott.webp,120,70,,tresses,ce645a73-f71b-409e-b653-58927c13c40e,,,,true
Travis Scott + Coupe des pointes,travis-scott---coupe-des-pointes,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3229c0f3243ffe0f8046,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,140,80,,tresses,60017d90-988b-4752-aeeb-5ea8043b15a7,travis-scott,,Coupe des pointes (+10€),false
Travis Scott + Shampoing démêlant,travis-scott---shampoing-demelant,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3229264aeed1e2e3f4c5,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:00 GMT+0000 (Coordinated Universal Time),,,,140,90,,tresses,27b4fb38-f7a8-4ad4-8b2c-67ec271910aa,travis-scott,,Shampoing démêlant (+20€),false
Travis Scott + Shampoing et soin,travis-scott---shampoing-et-soin,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a3229072e4901cf5f70c6,false,false,Tue Nov 04 2025 17:04:41 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:01 GMT+0000 (Coordinated Universal Time),,,,160,105,,tresses,52fa59f9-79a3-4dda-8f1a-29a45bd49280,travis-scott,,Shampoing et soin (+35€),false
Vanille cheveux naturels,vanille-cheveux-naturels,68d69e61d9a881968fc7789b,6892189f750bf17c33b82716,690a322765cfdc34de2d0776,false,false,Tue Nov 04 2025 17:04:39 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:45:59 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 10:46:15 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/6892189f750bf17c33b8274f/6911bcb46bf2eef1ceff0f20_vanille-cheveux-naturels.webp,150,100,,vanilles,73e7755d-0542-4a10-ac9b-41ef0afd4866,,blond-cendre; blond,,true
